OBJECTID,FMR_0BDR,FMR_1BDR,FMR_2BDR,FMR_3BDR,FMR_4BDR,FMR_CODE,FMR_AREANAME,SHAPE_Length,SHAPE_Area
30319,552,592,772,1097,1321,NCNTY46013N46013,"Brown County, SD",0.049599859255302,0.000103369205419956
30320,552,592,772,1097,1321,NCNTY46013N46013,"Brown County, SD",0.421086695562102,0.0107162562693124
30321,552,592,772,1097,1321,NCNTY46013N46013,"Brown County, SD",0.421210771948968,0.0107331159432322
30322,552,592,772,1097,1321,NCNTY46013N46013,"Brown County, SD",0.0686495606452766,0.000175854458594567
30323,552,592,772,1097,1321,NCNTY46013N46013,"Brown County, SD",0.420295702456985,0.0106804493522167
30324,541,640,757,936,1027,NCNTY46003N46003,"Aurora County, SD",0.405682013584474,0.0099472554928374
30325,541,640,757,936,1027,NCNTY46003N46003,"Aurora County, SD",0.418446391784122,0.0107037532164655
30326,541,640,757,936,1027,NCNTY46003N46003,"Aurora County, SD",0.412569100829597,0.0103524863573867
30327,541,640,757,936,1027,NCNTY46003N46003,"Aurora County, SD",0.401079938156861,0.00978811963889805
30328,541,575,757,961,1219,NCNTY46095N46095,"Mellette County, SD",2.36873935774662,0.128537747714279
30329,541,575,757,936,1219,NCNTY46123N46123,"Tripp County, SD",0.34888280873027,0.00656011430699996
30330,541,575,757,936,1219,NCNTY46123N46123,"Tripp County, SD",0.411370273138757,0.010318426286599
30331,541,575,757,936,1219,NCNTY46123N46123,"Tripp County, SD",0.412822434608666,0.0103652421300736
30332,541,575,757,936,1219,NCNTY46123N46123,"Tripp County, SD",0.411855707300146,0.0103033979825547
30333,541,664,757,936,1219,NCNTY46007N46007,"Bennett County, SD",1.86101419063933,0.190074781052195
30334,541,664,757,1060,1219,NCNTY46091N46091,"Marshall County, SD",0.418812737116495,0.0106128824455746
30335,541,627,757,1075,1219,NCNTY46111N46111,"Sanborn County, SD",0.413849745031127,0.0104402051928857
30336,541,627,757,1075,1219,NCNTY46111N46111,"Sanborn County, SD",0.415001682926185,0.010378441116965
30337,541,608,757,1023,1219,NCNTY46037N46037,"Day County, SD",0.42056342252445,0.0106838765527015
30338,541,608,757,1023,1219,NCNTY46037N46037,"Day County, SD",0.0434046574996746,6.50261459675973e-05
30339,541,608,757,1023,1219,NCNTY46037N46037,"Day County, SD",0.425272241682412,0.010672081901413
30340,541,608,757,1023,1219,NCNTY46037N46037,"Day County, SD",0.449039363942958,0.0106385823782368
30341,552,592,772,1097,1321,NCNTY46013N46013,"Brown County, SD",0.035076345532341,7.4171838792849e-05
30342,552,592,772,1097,1321,NCNTY46013N46013,"Brown County, SD",0.0351279528562376,7.46982516809358e-05
30343,552,592,772,1097,1321,NCNTY46013N46013,"Brown County, SD",0.0368770445167177,8.30426364374034e-05
30344,552,592,772,1097,1321,NCNTY46013N46013,"Brown County, SD",0.0381625337991688,7.02454497920223e-05
30345,541,575,757,1021,1165,NCNTY46135N46135,"Yankton County, SD",0.448600163108223,0.00452652081738892
30346,541,575,757,1021,1165,NCNTY46135N46135,"Yankton County, SD",0.412874054447574,0.0102456341061574
30347,541,575,757,1021,1165,NCNTY46135N46135,"Yankton County, SD",0.4491475851978,0.0102606616879236
30348,541,640,757,936,1027,NCNTY46003N46003,"Aurora County, SD",0.409537151173222,0.0102625870674193
30349,541,640,757,936,1027,NCNTY46003N46003,"Aurora County, SD",0.055060572103059,7.74837589430777e-05
30350,541,575,757,961,1219,NCNTY46095N46095,"Mellette County, SD",0.717582837700738,0.0212741132944774
30351,541,575,757,961,1219,NCNTY46095N46095,"Mellette County, SD",0.0649903769649413,0.000150288597299073
30352,541,640,757,936,1027,NCNTY46003N46003,"Aurora County, SD",0.406355324601247,0.0100825093511141
30353,634,707,910,1293,1558,METRO17300M17300,"Clarksville, TN-KY HUD Metro FMR Area",0.317632895228284,0.00315869162694782
30354,630,635,835,1032,1181,NCNTY47003N47003,"Bedford County, TN",0.694886750246007,0.0167110307855544
30355,630,635,835,1032,1181,NCNTY47003N47003,"Bedford County, TN",0.964910457681103,0.0272576516988005
30356,630,635,835,1032,1181,NCNTY47003N47003,"Bedford County, TN",0.95234234615109,0.0279008205590674
30357,570,631,830,1079,1224,METRO17420M17420,"Cleveland, TN MSA",0.858035278885981,0.0151689538562054
30358,570,631,830,1079,1224,METRO17420M17420,"Cleveland, TN MSA",0.590224422728765,0.0142821410749711
30359,570,631,830,1079,1224,METRO17420M17420,"Cleveland, TN MSA",0.238915936680251,0.00205021162833308
30360,540,544,676,913,917,NCNTY47133N47133,"Overton County, TN",1.24846564075583,0.0278731651055397
30361,540,544,676,913,917,NCNTY47133N47133,"Overton County, TN",0.474097323240114,0.00343161408604381
30362,540,544,676,913,917,NCNTY47133N47133,"Overton County, TN",1.31084360105229,0.0494854686217294
30363,608,652,822,1084,1200,NCNTY48269N48269,"King County, TX",1.92526787070908,0.229827691631112
30364,717,722,875,1182,1187,NCNTY48143N48143,"Erath County, TX",1.18852231651566,0.058711615399592
30365,608,652,822,1084,1200,NCNTY48311N48311,"McMullen County, TX",2.11552898941229,0.2757469363513
30366,673,716,915,1215,1300,METRO47380M47380,"Waco, TX HUD Metro FMR Area",0.868324554103956,0.024237424706913
30367,659,790,992,1314,1629,METRO41660M41660,"San Angelo, TX HUD Metro FMR Area",1.96595017818307,0.161105354828708
30368,623,805,926,1315,1400,NCNTY48371N48371,"Pecos County, TX",2.43152742848441,0.137601372835187
30369,944,1014,1208,1603,2058,METRO26420M26420,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",1.0011827280945,0.0299603508054642
30370,658,676,890,1100,1299,NCNTY48307N48307,"McCulloch County, TX",2.0115383857942,0.102651644501099
30371,658,676,890,1100,1299,NCNTY48307N48307,"McCulloch County, TX",1.36709294966839,0.0641359158510961
30372,560,575,757,936,1105,NCNTY48487N48487,"Wilbarger County, TX",1.38927150307149,0.0973108091952806
30373,560,575,757,936,1105,NCNTY48487N48487,"Wilbarger County, TX",1.1570782063485,0.0701301737956049
30374,560,575,757,936,1105,NCNTY48487N48487,"Wilbarger County, TX",0.605027177275479,0.00938885967894391
30375,1076,1150,1362,1736,2280,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",1.80420690215514,0.118244433794081
30376,630,747,851,1052,1243,NCNTY48501N48501,"Yoakum County, TX",1.74452924955193,0.152319306114947
30377,641,707,878,1197,1362,METRO48660M48660,"Wichita Falls, TX MSA",1.79757561627628,0.0829264458454255
30378,574,590,776,1007,1052,NCNTY48035N48035,"Bosque County, TX",0.784057169024188,0.0275196745041978
30379,852,857,1037,1308,1669,METRO46340M46340,"Tyler, TX MSA",0.889374176098716,0.0291333241797261
30380,852,857,1037,1308,1669,METRO46340M46340,"Tyler, TX MSA",0.742302084520736,0.0180886251062305
30381,852,857,1037,1308,1669,METRO46340M46340,"Tyler, TX MSA",1.2070645646508,0.0414756096472156
30382,852,857,1037,1308,1669,METRO46340M46340,"Tyler, TX MSA",1.24594701847508,0.0327000191224752
30383,783,1035,1179,1543,2018,METRO26420MM1145,"Brazoria County, TX HUD Metro FMR Area",1.86046804199387,0.0784417544608643
30384,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.222786286896006,0.00195730832559256
30385,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.357689016308093,0.00341293470940116
30386,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.166484487230532,0.00126138109933385
30387,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.454945336829317,0.00580492613483075
30388,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.234327495562649,0.00150990577520618
30389,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.344815510321315,0.00241540965306855
30390,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.199978396033771,0.00140993434312974
30391,616,694,833,1183,1358,NCNTY48425N48425,"Somervell County, TX",0.913688741304986,0.0475387886814475
30392,566,606,765,1087,1117,NCNTY48495N48495,"Winkler County, TX",1.93181371220776,0.163445488321914
30393,548,724,825,1154,1205,NCNTY48057N48057,"Calhoun County, TX",7.62459422105768,0.0735121167808017
30394,815,961,1165,1500,1849,METRO41700M41700,"San Antonio-New Braunfels, TX HUD Metro FMR Area",1.37023870247771,0.0747955010060105
30395,815,961,1165,1500,1849,METRO41700M41700,"San Antonio-New Braunfels, TX HUD Metro FMR Area",0.898706912118042,0.0276386190593776
30396,621,713,908,1230,1421,METRO11100M11100,"Amarillo, TX HUD Metro FMR Area",1.59878697474209,0.0828310302343167
30397,560,595,757,1075,1105,NCNTY48429N48429,"Stephens County, TX",1.59860528347793,0.11491974519416
30398,560,595,757,1075,1105,NCNTY48429N48429,"Stephens County, TX",1.6461027017668,0.114682717092552
30399,560,664,757,1064,1262,NCNTY48335N48335,"Mitchell County, TX",1.01672224529423,0.0366242087441636
30400,783,1035,1179,1543,2018,METRO26420MM1145,"Brazoria County, TX HUD Metro FMR Area",2.26472541698396,0.103227239638562
30401,783,1035,1179,1543,2018,METRO26420MM1145,"Brazoria County, TX HUD Metro FMR Area",2.66321022637525,0.0468612061810131
30402,688,732,945,1288,1598,METRO10180M10180,"Abilene, TX MSA",1.09080152378254,0.0398056697466273
30403,641,707,878,1197,1362,METRO48660M48660,"Wichita Falls, TX MSA",1.88255848631006,0.110777685619226
30404,578,594,781,1109,1140,NCNTY48297N48297,"Live Oak County, TX",1.77767375154933,0.112122567128108
30405,560,575,757,969,1027,NCNTY48279N48279,"Lamb County, TX",1.1769879376043,0.0687388148119969
30406,560,575,757,969,1027,NCNTY48279N48279,"Lamb County, TX",1.03370934180323,0.0527687973994963
30407,598,676,808,1141,1383,NCNTY48481N48481,"Wharton County, TX",1.32328621873238,0.0695566878172352
30408,598,676,808,1141,1383,NCNTY48481N48481,"Wharton County, TX",1.37633698210737,0.0653493663528474
30409,598,676,808,1141,1383,NCNTY48481N48481,"Wharton County, TX",1.56865042768389,0.072172882174152
30410,675,693,912,1127,1281,NCNTY48249N48249,"Jim Wells County, TX",0.777324251600124,0.0353928397065519
30411,675,693,912,1127,1281,NCNTY48249N48249,"Jim Wells County, TX",1.56958932818639,0.0936304753396645
30412,601,605,796,1083,1087,METRO28660N48281,"Lampasas County, TX HUD Metro FMR Area",1.14090420090153,0.0569956375036356
30413,567,664,757,1028,1296,NCNTY48463N48463,"Uvalde County, TX",1.72050026637468,0.102288610656857
30414,567,664,757,1028,1296,NCNTY48463N48463,"Uvalde County, TX",2.4358938013008,0.272781541620664
30415,641,707,878,1197,1362,METRO48660M48660,"Wichita Falls, TX MSA",1.77470374846294,0.100620748635527
30416,637,692,910,1170,1309,METRO41700N48325,"Medina County, TX HUD Metro FMR Area",1.11219174266168,0.0478543703030269
30417,756,760,942,1222,1349,METRO29700M29700,"Laredo, TX MSA",3.97670717798257,0.53065126538385
30418,756,760,942,1222,1349,METRO29700M29700,"Laredo, TX MSA",0.549470765106494,0.0079509236719164
30419,560,600,757,1065,1105,NCNTY48351N48351,"Newton County, TX",1.4387936588699,0.0458377247705013
30420,560,600,757,1065,1105,NCNTY48351N48351,"Newton County, TX",0.905339643048556,0.0278403718177412
30421,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.306787112927647,0.0033474296490248
30422,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.362128723139023,0.00262915995837879
30423,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.230525389675323,0.00104619678402028
30424,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.395300880406909,0.00418611242247122
30425,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.087002045801436,0.000177574320060634
30426,530,533,676,885,979,NCNTY47175N47175,"Van Buren County, TN",1.02292711089606,0.0135574958554453
30427,530,533,676,885,979,NCNTY47175N47175,"Van Buren County, TN",1.02103890539741,0.028602533985409
30428,530,533,676,885,979,NCNTY47175N47175,"Van Buren County, TN",0.765415042250697,0.0166471831941533
30429,530,533,676,885,979,NCNTY47175N47175,"Van Buren County, TN",0.310685678179111,0.00316357389323084
30430,530,533,676,885,979,NCNTY47175N47175,"Van Buren County, TN",0.75682007482164,0.00883386578460245
30431,609,648,781,997,1182,METRO27740M27740,"Johnson City, TN MSA",0.447132167520556,0.00542182196088282
30432,547,561,676,836,1009,NCNTY47183N47183,"Weakley County, TN",0.960454691026184,0.0202269834339431
30433,547,561,676,836,1009,NCNTY47183N47183,"Weakley County, TN",0.99686219572592,0.0248710545929695
30434,547,561,676,836,1009,NCNTY47183N47183,"Weakley County, TN",0.761560600017361,0.0121218516118837
30435,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.280928482391361,0.00164910423570977
30436,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.100719555746196,0.000554012228057212
30437,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.337964424090331,0.00246533959063422
30438,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.301975586818704,0.00232658352529507
30439,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1.12979374597899,0.0330149455469835
30440,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.391558001000988,0.00300873178325515
30441,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",1.14582864444614,0.0342581367649117
30442,547,557,676,836,979,NCNTY47091N47091,"Johnson County, TN",0.806854687876203,0.0183098910113255
30443,547,557,676,836,979,NCNTY47091N47091,"Johnson County, TN",0.385687811388198,0.00457845085494915
30444,547,557,676,836,979,NCNTY47091N47091,"Johnson County, TN",0.836794176349316,0.0161331241887593
30445,547,557,676,836,979,NCNTY47091N47091,"Johnson County, TN",0.753243409135127,0.0161386039740302
30446,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.476966911599704,0.00827575203213134
30447,541,545,695,987,1093,NCNTY47035N47035,"Cumberland County, TN",0.45687126134252,0.00489442505801514
30448,510,514,676,848,990,NCNTY47071N47071,"Hardin County, TN",0.283832015448726,0.00294621564858404
30449,560,664,757,1064,1262,NCNTY48335N48335,"Mitchell County, TX",1.97338076213817,0.125779056557676
30450,718,737,970,1199,1449,NCNTY48299N48299,"Llano County, TX",1.81044293324833,0.12904326343821
30451,560,617,757,959,1105,NCNTY48483N48483,"Wheeler County, TX",1.5782767294346,0.0790782855508016
30452,661,830,985,1316,1570,METRO43300M43300,"Sherman-Denison, TX MSA",1.43803892493794,0.0982424817635117
30453,661,830,985,1316,1570,METRO43300M43300,"Sherman-Denison, TX MSA",1.09469193411414,0.0604162524546775
30454,608,652,822,1084,1200,NCNTY48443N48443,"Terrell County, TX",1.9707694285825,0.145425784843762
30455,560,600,757,936,1105,NCNTY48333N48333,"Mills County, TX",1.87240490510856,0.0571697904526101
30456,560,575,757,969,1027,NCNTY48279N48279,"Lamb County, TX",1.11143189382958,0.0436716418519324
30457,560,575,757,969,1027,NCNTY48279N48279,"Lamb County, TX",1.49933966943996,0.0922457262727636
30458,659,677,891,1101,1301,NCNTY48341N48341,"Moore County, TX",2.03080829970474,0.170946862185843
30459,630,747,851,1052,1243,NCNTY48501N48501,"Yoakum County, TX",1.38375911046924,0.0479139383888446
30460,822,909,1118,1474,1720,METRO18580M18580,"Corpus Christi, TX MSA",2.70995921901489,0.071410544193596
30461,621,713,908,1230,1421,METRO11100M11100,"Amarillo, TX HUD Metro FMR Area",1.95448013351492,0.088402447648473
30462,560,664,757,955,1105,NCNTY48507N48507,"Zavala County, TX",1.80614069705099,0.103395940858093
30463,822,909,1118,1474,1720,METRO18580M18580,"Corpus Christi, TX MSA",1.30264550383646,0.039279781191717
30464,756,760,942,1222,1349,METRO29700M29700,"Laredo, TX MSA",2.37592212010433,0.261593513658132
30465,822,909,1118,1474,1720,METRO18580M18580,"Corpus Christi, TX MSA",6.0232529277132,0.00860033243526854
30466,560,582,757,1023,1027,NCNTY48437N48437,"Swisher County, TX",1.6245417319904,0.0802578610864602
30467,575,681,777,960,1230,NCNTY48391N48391,"Refugio County, TX",3.21719832832783,0.0956316126402589
30468,575,681,777,960,1230,NCNTY48391N48391,"Refugio County, TX",1.24903367661052,0.0444262772420793
30469,575,681,777,960,1230,NCNTY48391N48391,"Refugio County, TX",1.73156270966981,0.0451561627811763
30470,616,620,816,1134,1191,NCNTY48465N48465,"Val Verde County, TX",1.38331760516001,0.0516882894476512
30471,616,620,816,1134,1191,NCNTY48465N48465,"Val Verde County, TX",2.71078309836445,0.343705067073664
30472,616,620,816,1134,1191,NCNTY48465N48465,"Val Verde County, TX",3.62432819331348,0.386348534395174
30473,621,713,908,1230,1421,METRO11100M11100,"Amarillo, TX HUD Metro FMR Area",2.0083673474351,0.147403641443267
30474,580,638,839,1116,1199,NCNTY48363N48363,"Palo Pinto County, TX",1.31783219176204,0.0305696209271739
30475,580,638,839,1116,1199,NCNTY48363N48363,"Palo Pinto County, TX",1.71387840379028,0.0781138026233933
30476,560,664,757,1004,1105,NCNTY48457N48457,"Tyler County, TX",1.69752215210107,0.0640879927372457
30477,560,664,757,1004,1105,NCNTY48457N48457,"Tyler County, TX",1.54281566852964,0.0570854031105245
30478,560,664,757,1004,1105,NCNTY48457N48457,"Tyler County, TX",1.74576007246728,0.070008372506782
30479,635,753,858,1219,1253,NCNTY48239N48239,"Jackson County, TX",0.925512106351379,0.0295496376515107
30480,635,753,858,1219,1253,NCNTY48239N48239,"Jackson County, TX",1.50619494555373,0.0650559506712036
30481,608,652,822,1084,1200,NCNTY48413N48413,"Schleicher County, TX",1.72338792332871,0.178371078700808
30482,760,765,1007,1430,1559,NCNTY48171N48171,"Gillespie County, TX",1.4440066956449,0.0970483927891102
30483,560,600,757,996,1105,NCNTY48017N48017,"Bailey County, TX",1.5183511408716,0.123693449934212
30484,589,605,796,984,1079,NCNTY48399N48399,"Runnels County, TX",1.25904034352296,0.0323275263244734
30485,589,605,796,984,1079,NCNTY48399N48399,"Runnels County, TX",0.91225491173212,0.0264580022391271
30486,637,641,815,1158,1395,METRO28660M28660,"Killeen-Temple, TX HUD Metro FMR Area",1.27107498393654,0.0579171723428897
30487,815,961,1165,1500,1849,METRO41700M41700,"San Antonio-New Braunfels, TX HUD Metro FMR Area",1.15084475043454,0.0346490866864978
30488,1092,1236,1451,1867,2194,METRO12420M12420,"Austin-Round Rock, TX MSA",0.97404758704389,0.0315320633571563
30489,576,591,778,1003,1055,NCNTY48289N48289,"Leon County, TX",1.25581323388644,0.038223197271063
30490,576,591,778,1003,1055,NCNTY48289N48289,"Leon County, TX",1.43805106483328,0.0414527011025127
30491,578,647,851,1207,1406,NCNTY48349N48349,"Navarro County, TX",0.999576494347835,0.0404426984790957
30492,578,647,851,1207,1406,NCNTY48349N48349,"Navarro County, TX",1.44776765082972,0.0453972853779263
30493,578,647,851,1207,1406,NCNTY48349N48349,"Navarro County, TX",0.991821370409349,0.0352055661638312
30494,611,615,757,1075,1296,METRO33260N48317,"Martin County, TX HUD Metro FMR Area",0.795627864713365,0.0374001968603185
30495,567,648,853,1138,1259,NCNTY48049N48049,"Brown County, TX",1.40502160776455,0.0592370178951225
30496,560,600,757,936,1128,NCNTY48079N48079,"Cochran County, TX",0.972488072948992,0.0528737157250276
30497,637,654,861,1095,1267,NCNTY48233N48233,"Hutchinson County, TX",1.72409843239192,0.15143407627801
30498,547,561,676,836,1009,NCNTY47183N47183,"Weakley County, TN",0.444073842331267,0.00616025565237381
30499,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.244183521601772,0.00166108691987853
30500,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.17188350189049,0.000804261956283473
30501,547,561,676,836,1009,NCNTY47183N47183,"Weakley County, TN",1.2082050843363,0.0544063057751485
30502,510,514,676,848,990,NCNTY47071N47071,"Hardin County, TN",0.335666795728339,0.00145469598605458
30503,510,514,676,848,990,NCNTY47071N47071,"Hardin County, TN",0.765632657775307,0.023522274787469
30504,510,514,676,848,990,NCNTY47071N47071,"Hardin County, TN",1.00700016719967,0.0363608498493303
30505,510,514,676,848,990,NCNTY47071N47071,"Hardin County, TN",1.00580936710091,0.0410212590430292
30506,510,514,676,848,990,NCNTY47071N47071,"Hardin County, TN",0.418801248603702,0.00395952735748811
30507,510,514,676,848,990,NCNTY47071N47071,"Hardin County, TN",0.317181570287747,0.00257618441596234
30508,510,514,676,836,917,NCNTY47087N47087,"Jackson County, TN",0.671674760252184,0.0126620405860573
30509,510,514,676,836,917,NCNTY47087N47087,"Jackson County, TN",0.632927132878264,0.00683366220861265
30510,510,514,676,836,917,NCNTY47087N47087,"Jackson County, TN",0.596176371574555,0.00658471907931422
30511,510,514,676,836,917,NCNTY47087N47087,"Jackson County, TN",0.572777519975983,0.00736552572907838
30512,510,514,676,836,917,NCNTY47087N47087,"Jackson County, TN",0.865506443163119,0.0166432062590525
30513,510,514,676,836,917,NCNTY47087N47087,"Jackson County, TN",1.22733667957088,0.0330039378297024
30514,510,514,676,865,1155,NCNTY47101N47101,"Lewis County, TN",0.732465634024853,0.0133094201062068
30515,510,514,676,865,1155,NCNTY47101N47101,"Lewis County, TN",0.662838866641135,0.0118797234186084
30516,510,514,676,865,1155,NCNTY47101N47101,"Lewis County, TN",0.232128793254581,0.00133371543922997
30517,584,610,699,944,948,NCNTY47107N47107,"McMinn County, TN",1.07037606912875,0.0294208110175335
30518,584,610,699,944,948,NCNTY47107N47107,"McMinn County, TN",0.782657090201541,0.0182787221983349
30519,584,610,699,944,948,NCNTY47107N47107,"McMinn County, TN",0.965070198601157,0.0224397591159429
30520,584,610,699,944,948,NCNTY47107N47107,"McMinn County, TN",1.10305068128999,0.0187632174922144
30521,584,610,699,944,948,NCNTY47107N47107,"McMinn County, TN",0.991887877991923,0.0221909197126553
30522,596,600,789,1005,1070,NCNTY47117N47117,"Marshall County, TN",1.04595325774992,0.01186816123865
30523,596,600,789,1005,1070,NCNTY47117N47117,"Marshall County, TN",1.16527715712265,0.023098068964621
30524,688,732,945,1288,1598,METRO10180M10180,"Abilene, TX MSA",0.930251017680667,0.0341336734720301
30525,608,652,822,1084,1200,NCNTY48155N48155,"Foard County, TX",1.96043036301916,0.141450309704679
30526,608,652,822,1084,1200,NCNTY48155N48155,"Foard County, TX",1.04372088006958,0.0373592887976928
30527,560,664,757,1075,1296,NCNTY48219N48219,"Hockley County, TX",0.635165067717083,0.0208435781412364
30528,560,664,757,1075,1296,NCNTY48219N48219,"Hockley County, TX",0.812795502839059,0.0326025054573501
30529,902,1087,1358,1679,2130,METRO41700N48259,"Kendall County, TX HUD Metro FMR Area",1.47320892493063,0.0615809633544464
30530,545,623,820,1014,1138,NCNTY48293N48293,"Limestone County, TX",1.06676821689815,0.0265313961764526
30531,545,623,820,1014,1138,NCNTY48293N48293,"Limestone County, TX",1.03811218565859,0.0346944516151824
30532,545,623,820,1014,1138,NCNTY48293N48293,"Limestone County, TX",1.34558717404876,0.0416146133961511
30533,572,650,773,1041,1129,NCNTY48379N48379,"Rains County, TX",1.22485664863888,0.0354930211906136
30534,608,652,822,1084,1200,NCNTY48417N48417,"Shackelford County, TX",1.98483778529684,0.198889946968552
30535,609,625,823,1017,1202,NCNTY48411N48411,"San Saba County, TX",2.33316855129,0.0938392947825451
30536,609,625,823,1017,1202,NCNTY48411N48411,"San Saba County, TX",2.47248352002371,0.185093460986184
30537,560,575,757,1023,1027,NCNTY48489N48489,"Willacy County, TX",0.805094496787971,0.0273919395838179
30538,560,575,757,1023,1027,NCNTY48489N48489,"Willacy County, TX",5.11409575273503,0.0683741759989324
30539,1076,1150,1362,1736,2280,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",1.97299381418424,0.108207468230655
30540,687,786,924,1276,1467,METRO30980M30980,"Longview, TX HUD Metro FMR Area",1.05279476943939,0.035351563884047
30541,687,786,924,1276,1467,METRO30980M30980,"Longview, TX HUD Metro FMR Area",0.888096861744439,0.0172517470394398
30542,563,578,761,941,1032,NCNTY48225N48225,"Houston County, TX",1.56257842426358,0.0685737695435816
30543,563,578,761,941,1032,NCNTY48225N48225,"Houston County, TX",2.02878946372541,0.0855521982795212
30544,563,578,761,941,1032,NCNTY48225N48225,"Houston County, TX",1.58238199500407,0.0612505180399915
30545,705,724,953,1181,1391,NCNTY48475N48475,"Ward County, TX",0.858598639772121,0.0284912825422683
30546,687,786,924,1276,1467,METRO30980M30980,"Longview, TX HUD Metro FMR Area",0.483183217784135,0.0107545087023448
30547,687,786,924,1276,1467,METRO30980M30980,"Longview, TX HUD Metro FMR Area",0.532496563411099,0.00976197719644434
30548,687,786,924,1276,1467,METRO30980M30980,"Longview, TX HUD Metro FMR Area",0.394341037409865,0.00446090975251686
30549,687,786,924,1276,1467,METRO30980M30980,"Longview, TX HUD Metro FMR Area",0.628968628735415,0.0104536357331362
30550,560,664,757,1075,1105,NCNTY48207N48207,"Haskell County, TX",0.905242324498463,0.0257362747351974
30551,560,664,757,1075,1105,NCNTY48207N48207,"Haskell County, TX",0.937898857083171,0.0375396462541104
30552,688,732,945,1288,1598,METRO10180M10180,"Abilene, TX MSA",1.26138859142052,0.0501487133608753
30553,688,732,945,1288,1598,METRO10180M10180,"Abilene, TX MSA",0.833680266191804,0.0302909816743962
30554,547,561,676,836,1009,NCNTY47183N47183,"Weakley County, TN",0.149187223514666,0.000611882897124982
30555,547,561,676,836,1009,NCNTY47183N47183,"Weakley County, TN",0.272422075748969,0.00148691122856273
30556,547,561,676,836,1009,NCNTY47183N47183,"Weakley County, TN",0.631191428161978,0.0134784243152939
30557,728,733,964,1329,1436,METRO34980N47119,"Maury County, TN HUD Metro FMR Area",0.455152627877517,0.00414758443275653
30558,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.134936828551807,0.00050409812839625
30559,1079,1100,1253,1587,1975,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",0.476603151895431,0.00418747286066973
30560,596,600,789,1005,1070,NCNTY47117N47117,"Marshall County, TN",0.662306619751915,0.00486434767972891
30561,596,600,789,1005,1070,NCNTY47117N47117,"Marshall County, TN",0.789364910872244,0.00756331024260455
30562,570,631,830,1079,1224,METRO17420M17420,"Cleveland, TN MSA",1.17001754297292,0.0329338152190118
30563,570,631,830,1079,1224,METRO17420M17420,"Cleveland, TN MSA",0.796353991865252,0.0156877327790945
